file_path,date,title,category,tags,description,lastmod,characters,summary
2025-10-31-vincent-when-you-dont-see-me.md,2025-10-31,Vincent: When You Don't See Me,tce,"tce-vincent, tce, fpmc-retrospective","The man titled by some the Prince of Elysion is more than just the odd man out. He does not belong here, and yet, perhaps none are so human as he.",2025-10-31 21:05,,
2025-07-16-the-fauntleroy-legacy.md,2025-07-16,The Fauntleroy Legacy,tce,"tce-cedric, tce","It is little Cedric, with his bright outlook and optimism, that endures as the best personification of what a young person can be, and his crowning achievement is convincing the Earl of Dorincourt to change his ways.",2025-07-16 14:44,,
2025-06-23-a-persistent-pov.md,2025-06-23,A Persistent POV,tce,"fpmc-retrospective, writing-journey, tce",I am not sure I struggled at all with the first question. This was always Cedric's story.,2025-06-23 10:46,,
2025-06-15-new-beginnings-clear-creative-path.md,2025-06-15,New Beginnings: Eyes on the Path Ahead,blog,"website-update, writing-journey, tce, announcement","After years of writing in different directions, I am ready to commit to a clear creative path and have reorganized this site to reflect that focus.",2025-08-25 12:23,,
fpmc-act-08/2025-01-23-kevin-windfall.md,2025-01-23 20:26,KEVIN 041: Windfall,femputermanchine,"skit, fpmcmain-kevin, act-viii",in which Straud talks to Tomas about the future,2025-02-12 21:19,"Kevin, Myrtle, Vincent, Cedric, Miriam, Jia, Straud, Tomas","Kevin talks with his parents about Skittles and Kix; the coterie speaks with Tomas at the B.V."
fpmc-act-08/2025-01-19-roxxie-lifelongLearning.md,2025-01-22 20:59,ROXXIE 007: Lifelong Learning,femputermanchine,"skit, fpmcmain-roxxie, act-viii",in which Roxanne takes on a new responsibility,2025-01-23 22:55,,
fpmc-act-08/2025-01-14-avael-oxytocin.md,2025-01-14 23:59,AVAEL 019: Oxytocin,femputermanchine,"skit, fpmcmain-avael, act-viii",in which the femBot avoids Newtown Creek,2025-01-17 09:17,,
fpmc-act-08/2025-01-05-vatore-hauteCuisine.md,2025-01-05 21:53,VATORE 014: Haute Cuisine,femputermanchine,"skit, fpmcmain-vatore, act-viii",in which Caleb and Trente entertain a guest,2025-01-12 20:57,,
fpmc-act-08/2025-01-01-straud-houndstooth.md,2025-01-01 00:00,STRAUD 036: Houndstooth,femputermanchine,"skit, fpmcmain-straud, act-viii",in which the Mansion is leveled,2025-01-05 11:56,,
fpmc-act-08/2024-12-19-cedric-potence.md,2024-12-19 23:07,CEDRIC 042: Potence,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Cedric jumps off a bridge,2024-12-24 13:56,,
fpmc-act-08/2024-12-16-kevin-shadowOfADoubt.md,2024-12-16 21:42,KEVIN 040: Shadow of a Doubt,femputermanchine,"skit, fpmcmain-kevin, act-viii",in which AVAEL airs her grievances,2024-12-21 10:51,,
fpmc-act-08/2024-12-10-mandarc-rocketScience.md,2024-12-10 21:45,MANDARC 023: Rocket Science,femputermanchine,"skit, fpmcmain-mandarc, act-viii",in which the Islander is chided,2024-12-15 21:25,,
fpmc-act-08/2024-11-17-perkins-aStitchInTime.md,2024-11-17 23:59,PERKINS 010: A Stitch In Time,femputermanchine,"skit, fpmcmain-perkins, act-viii",in which Perkins mourns,2024-11-25 17:13,,
ds-pt-02/2024-04-15-episode-0011.md,2024-04-15 21:12,Episode 11,darkshadows,"darkshadows-episodereview, pt-ii",Burke assures Elizabeth he has not returned to cause trouble but he inquires about buying Collinwood.,2024-04-21 20:41,,
ds-pt-02/2024-04-13-episode-0010.md,2024-04-13 21:10,Episode 10,darkshadows,"darkshadows-episodereview, pt-ii",Roger insists that David should be sent away. Burke deceives Carolyn on why he returned.,2024-04-14 21:05,,
ds-pt-02/2024-04-11-episode-0009.md,2024-04-11 20:26,Episode 9,darkshadows,"darkshadows-episodereview, pt-ii",Carolyn tells Victoria the legend of Widows' Hill. Carolyn goes to the Collinsport Inn to see Burke.,2024-04-11 21:30,,
ds-pt-02/2024-04-10-episode-0008.md,2024-04-10 20:37,Episode 8,darkshadows,"darkshadows-episodereview, pt-ii",Carolyn admits to Joe that she loves him and he proposes to her that they marry.,2024-04-10 21:24,,
ds-pt-02/2024-04-09-episode-0007.md,2024-04-09 13:06,Episode 7,darkshadows,"darkshadows-episodereview, pt-ii","After Burke visits Sam, Roger is convinced that Burke has returned to cause trouble for him.",2024-04-09 14:32,,
ds-pt-01/2024-04-08-episode-0006.md,2024-04-08 14:22,Episode 6,darkshadows,"darkshadows-episodereview, pt-i",Victoria attempts to learn why she was hired. Matthew Morgan accuses her of snooping.,2024-04-08 21:03,,
ds-pt-01/2024-04-07-episode-0005.md,2024-04-07 20:47,Episode 5,darkshadows,"darkshadows-episodereview, pt-i",Victoria tells Carolyn about her background as an orphan. Sam Evans relates the story of Josette.,2024-04-07 20:52,,
ds-pt-01/2024-04-05-episode-0004.md,2024-04-05 21:51,Episode 4,darkshadows,"darkshadows-episodereview, pt-i","Elizabeth Collins Stoddard and Roger question Victoria, who later meets David Collins.",2024-04-06 11:06,,
ds-pt-01/2024-04-05-episode-0003.md,2024-04-05 09:43,Episode 3,darkshadows,"darkshadows-episodereview, pt-i","Burke attempts to obtain information on the Collins family from Joe Haskell, Carolyn Stoddard's boyfriend.",2024-04-05 09:50,,
ds-pt-01/2024-04-04-episode-0002.md,2024-04-04 21:06,Episode 2,darkshadows,"darkshadows-episodereview, pt-i","Victoria meets Roger Collins, who is disturbed to learn that Burke Devlin arrived in town on the same train.",2024-04-04 21:13,,
ds-pt-01/2024-04-03-episode-0001.md,2024-04-03 20:55,Episode 1,darkshadows,"darkshadows-episodereview, pt-i",Victoria Winters travels from New York to Collinsport and arrives at Collinwood to serve as governess.,2024-04-04 09:55,,
fpmc-act-08/2024-03-20-straud-corinthians.md,2024-03-20 12:56,STRAUD 035: Corinthians,femputermanchine,"skit, fpmcmain-straud, act-viii",in which Vincent references the New Testament,2024-03-25 12:57,,
fpmc-act-08/2024-03-19-cedric-toScintillate.md,2024-03-19 21:27,CEDRIC 041: To Scintillate,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Cedric introduces Hua Jia to Kevin Marscapone,2024-03-25 09:27,,
fpmc-act-08/2024-03-18-kealoha-insubordination.md,2024-03-18 22:00,KEALOHA 005: Insubordination,femputermanchine,"skit, fpmcmain-kealoha, act-viii",in which Makoa stops by Sebastian's villa,2024-03-21 12:25,,
fpmc-act-08/2024-03-17-weaslie-average.md,2024-03-17 21:00,WEASLIE 008: Average,femputermanchine,"skit, fpmcmain-weaslie, act-viii",in which Weaslie fights with Perkins,2024-03-20 12:21,,
fpmc-act-08/2024-03-08-cedric-dreamWithinDream.md,2024-03-08 11:17,CEDRIC 040: Dream within Dream,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Hua Jia is found at Straud Mansion,2024-03-15 13:03,,
fpmc-act-08/2024-02-23-tang-reclamation.md,2024-02-23 12:22,TANG 005: Reclamation,femputermanchine,"skit, fpmcmain-tang, act-viii",in which Vanessa braves the sunset,2024-03-11 12:23,,
fpmc-act-08/2023-12-10-cedric-reconfiguration.md,2023-12-10 11:23,CEDRIC 039: Reconfiguration,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Cedric sees something he cannot explain,2024-03-11 11:24,,
fpmc-act-08/2023-11-23-straud-lifeWithoutSeasons.md,2023-11-23 12:13,STRAUD 034: Life without Seasons,femputermanchine,"skit, fpmcmain-straud, act-viii",in which the Count meets with Cedric,2024-03-08 12:25,,
fpmc-act-08/2023-10-12-avael-reflection.md,2023-10-12 11:24,AVAEL 018: Reflection,femputermanchine,"skit, fpmcmain-avael, act-viii",in which Mandarc seeks counsel,2024-03-08 11:25,,
fpmc-act-08/2023-09-25-junior-aFairTrade.md,2023-09-25 20:45,JUNIOR 010: A Fair Trade,femputermanchine,"skit, fpmcmain-jr, act-viii",in which Trente rejects an analogy,2024-03-07 20:45,,
fpmc-act-08/2023-09-13-cedric-coastToCoast.md,2023-09-13 10:51,CEDRIC 038: Coast to Coast,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Cedric speaks with Sebastian,2023-09-14 14:00,,
fpmc-act-08/2023-06-16-straud-flatland.md,2023-06-16 10:06,STRAUD 033: Flatland,femputermanchine,"skit, fpmcmain-straud, act-viii",in which the Count makes a request of Tomas Ortega,2023-06-16 10:06,,
fpmc-act-08/2023-04-27-tang-englishBreakfast.md,2023-04-27 20:45,TANG 004: English Breakfast,femputermanchine,"skit, fpmcmain-tang, act-viii",in which Vanessa is commanded to rise from torpor,2023-04-27 20:46,,
fpmc-act-08/2023-04-25-shelby-fealty.md,2023-04-25 09:33,SHELBY 001: Fealty,femputermanchine,"skit, fpmcmain-shelby, act-viii",in which Shelby debuts,2023-04-25 09:34,,
fpmc-act-08/2023-04-20-mandarc-repeatOffense.md,2023-04-20 21:01,MANDARC 022: Repeat Offense,femputermanchine,"skit, fpmcmain-mandarc, act-viii",in which Mandarc discusses Love,2023-04-20 21:02,,
fpmc-act-08/2023-04-20-behr-incomplete.md,2023-04-20 20:53,BEHR 002: Incomplete,femputermanchine,"etc, fpmcmain-behr, act-viii",in which Yuki doesn't have the full story,2023-04-20 20:54,,
fpmc-act-08/2023-04-19-cedric-sos.md,2023-04-19 20:23,CEDRIC 037: S.O.S.,femputermanchine,"skit, fpmcmain-cedric, act-viii",in which Cedric wars against instruction,2023-04-19 20:23,,
fpmc-act-08/2023-04-16-straud-humility.md,2023-04-16 20:31,STRAUD 032: Humility,femputermanchine,"skit, fpmcmain-straud, act-viii",in which Cedric begins his lessons,2023-04-16 20:32,,
fpmc-act-07/2023-01-31-pidge-hourglass.md,2023-01-31 20:19,PIDGE 013: Hourglass,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which the coterie watches Long Winter,2023-03-23 20:20,,
fpmc-act-07/2023-01-30-pidge-zenith-ii.md,2023-01-30 22:30,PIDGE 012: Zenith II,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which Straud rises,2023-03-03 21:57,,
fpmc-act-07/2023-01-30-pidge-zenith-i.md,2023-01-30 22:00,PIDGE 011: Zenith I,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which Gwydion debuts,2023-03-02 20:47,,
fpmc-act-07/2023-01-30-pidge-tantamount.md,2023-01-30 21:22,PIDGE 010: Tantamount,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which the Thunderbird is called and the Cathedral is stormed,2023-02-28 18:52,,
fpmc-act-07/2023-01-30-pidge-orion.md,2023-01-30 20:20,PIDGE 009: Orion,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which Lila Black debuts,2023-01-31 09:35,,
fpmc-act-07/2022-12-22-kevin-changeOfDestiny.md,2022-12-22 20:27,KEVIN 039: Change of Destiny,femputermanchine,"skit, fpmcmain-kevin, act-vii",in which Vincent apologizes,2022-12-22 21:09,,
warcraft/2022-12-02-fineus-trash04.md,2022-12-02 10:21,Fineus trashlog IV,warcraft,trash,Let go of the past,2022-12-02 10:22,,
fpmc-act-07/2022-11-08-straud-mortDeMer.md,2022-11-08 21:52,STRAUD 031: Mort de Mer,femputermanchine,"chat, fpmcmain-straud, act-vii",in which Cedric rebels,2022-11-08 21:53,,
fpmc-act-07/2022-09-03-pidge-tacky.md,2022-09-03 23:53,PIDGE 008: Tacky,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which M.M. debuts,2022-11-08 21:37,,
fpmc-act-07/2022-08-10-pidge-extraExtra.md,2022-08-10 21:10,PIDGE 007: Extra Extra,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which Sebastian calls Straud,2022-10-22 21:11,,
fpmc-act-07/2022-08-09-straud-estranged.md,2022-08-02 20:00,STRAUD 030: Estranged,femputermanchine,"chat, fpmcmain-straud, act-vii",in which the Fengs are caught unawares,2022-08-09 12:31,,
fpmc-act-07/2022-08-01-pidge-esteemed.md,2022-08-01 10:00,PIDGE 006: Esteemed,femputermanchine,"etc, fpmcmain-pidge, act-vii",in which Davian visits the Order,2022-10-22 20:09,,
fpmc-act-07/2022-07-08-kevin-lost.md,2022-07-01 20:00,KEVIN 038: Lost,femputermanchine,"skit, fpmcmain-straud, act-vii",in which Straud returns from Moonwood Mill,2022-07-08 09:18,,
fpmc-act-07/2022-07-07-straud-lapse.md,2022-06-30 23:00,STRAUD 029: Lapse,femputermanchine,"skit, fpmcmain-straud, act-vii",in which Straud finds a familiar face trailing his car,2022-07-07 09:00,,
fpmc-act-07/2022-06-30-straud-patriot.md,2022-06-29 21:34,STRAUD 028: Patriot,femputermanchine,"chat, fpmcmain-straud, act-vii",in which Straud confers information regarding Lilith Vatore,2022-06-30 16:35,,
fpmc-act-07/2022-06-29-kevin-plea.md,2022-06-28 10:50,KEVIN 037: Plea,femputermanchine,"chat, fpmcmain-kevin, act-vii",in which Kevin receives a letter from upstate,2022-06-29 10:51,,
fpmc-act-07/2022-06-06-kealoha-atLast.md,2022-06-06 02:00,KEALOHA 004: At Last,femputermanchine,"chat, fpmcmain-kealoha, act-vii","in which Straud and Makoa discuss the Embrace and the youngling's daughter, Nani",2022-06-08 11:41,,
fpmc-act-07/2022-06-03-junior-toMakeAmends.md,2022-06-03 22:40,JUNIOR 009: To Make Amends,femputermanchine,"etc, fpmcmain-jr, act-vii",in which Junior observes problems at the Landgraab's home,2022-06-06 10:41,,
fpmc-act-07/2022-06-02-mandarc-numbers.md,2022-06-02 23:00,MANDARC 021: Numbers,femputermanchine,"skit, fpmcmain-mandarc, act-vii",in which Mandarc discusses his Disciplines,2022-06-06 09:36,,
fpmc-act-07/2022-05-27-kevin-shootTheMessenger.md,2022-05-27 14:23,KEVIN 036: Shoot the Messenger,femputermanchine,"skit, fpmcmain-kevin, act-vii",in which Kevin reaches into the past,2022-06-02 10:24,,
fpmc-act-07/2022-05-26-weaslie-tender.md,2022-05-26 09:53,WEASLIE 007: Tender,femputermanchine,"skit, fpmcmain-weaslie, act-vii",in which Weaslie avoids the Pink Elephant,2022-06-02 09:54,,
fpmc-act-07/2022-05-24-mandarc-radioactive.md,2022-05-24 23:00,MANDARC 020: Radioactive,femputermanchine,"chat, fpmcmain-mandarc, act-vii",in which Mandarc and Kevin discuss the barriers to entry,2022-05-26 11:04,,
fpmc-act-07/2022-05-23-vatore-joke.md,2022-05-23 22:13,VATORE 013: Joke,femputermanchine,"skit, fpmcmain-vatore, act-vii","in which Trente babbles, half-mad, about the Thief",2022-05-26 10:15,,
fpmc-act-07/2022-05-22-straud-forever.md,2022-05-22 20:45,STRAUD 027: Forever,femputermanchine,"etc, fpmcmain-straud, act-vii",in which Straud must pass on a neighborhood story,2022-05-23 11:17,,
fpmc-act-07/2022-05-22-vanHelsing-misdirection.md,2022-05-22 10:42,VAN HELSING 002: Misdirection,femputermanchine,"skit, fpmcmain-vanhelsing, act-vii",in which Larry speaks with his therapist about his background,2022-05-23 10:43,,
fpmc-act-07/2022-05-20-myrtle-uncomfortable.md,2022-05-20 00:00,MYRTLE 020: Uncomfortable,femputermanchine,"chat, fpmcmain-myrtle, act-vii",in which G.H. receives some advice concerning S.H.,2022-05-23 09:55,,
fpmc-act-07/2022-05-19-junior-providence.md,2022-05-19 23:00,JUNIOR 008: Providence,femputermanchine,"skit, fpmcmain-jr, act-vii",in which Junior speaks on a forbidden topic,2022-05-23 09:30,,
fpmc-act-07/2022-05-17-avael-laserPointer.md,2022-05-17 20:00,AVAEL 017: Laser Pointer,femputermanchine,"etc, fpmcmain-avael, act-vii",in which AVAEL speaks on what's been busying her time,2022-05-23 09:14,,
fpmc-act-07/2022-05-13-vatore-element.md,2022-05-13 21:38,VATORE 012: Element,femputermanchine,"skit, fpmcmain-vatore, act-vii",in which Caleb surprises Trente with his conviction,2022-05-17 09:38,,
fpmc-act-07/2022-05-12-cedric-slip.md,2022-05-12 21:06,CEDRIC 036: Slip,femputermanchine,"skit, fpmcmain-cedric, act-vii",in which Cedric provides 'Net credentials to Seven,2022-05-16 11:07,,
fpmc-act-07/2022-05-11-straud-payback.md,2022-05-11 10:14,STRAUD 026: Payback,femputermanchine,"chat, fpmcmain-straud, act-vii",in which Cedric engages Straud in gossip about the Collins family,2022-05-16 10:15,,
fpmc-act-07/2022-05-07-behr-coldRain.md,2022-05-07 10:02,BEHR 001: Cold Rain,femputermanchine,"etc, fpmcmain-behr, act-vii",in which Yuki tries to avoid her insecurities,2022-05-16 10:04,,
fpmc-act-07/2022-05-04-cedric-relinquish.md,2022-05-04 21:53,CEDRIC 035: Relinquish,femputermanchine,"chat, fpmcmain-cedric, act-vii",in which Cedric sacrifices one thing for another,2022-05-15 21:54,,
fpmc-act-07/2022-04-29-trelaine-ofTheDevil.md,2022-04-29 21:17,TRELAINE 012: Of the Devil,femputermanchine,"skit, fpmcmain-trelaine, act-vii",in which Avaelle questions the name of the supersuit,2022-05-15 21:42,,
fpmc-act-06/2022-04-29-pidge-prodigal.md,2022-04-29 20:00,PIDGE 005: Prodigal,femputermanchine,"etc, fpmcmain-pidge, act-vi",in which Davian entertains with a grand party,2022-08-05 10:38,,
fpmc-act-06/2022-04-28-pidge-prophecy.md,2022-04-28 16:00,PIDGE 004: Prophecy,femputermanchine,"etc, fpmcmain-pidge, act-vi",in which Ben arrives at Straud Mansion,2022-07-08 11:57,,
fpmc-act-06/2022-04-27-pidge-asThouWilt.md,2022-04-27 17:58,PIDGE 003: As Thou Wilt,femputermanchine,"etc, fpmcmain-pidge, act-vi",in which Cedric makes a dropoff and Chiasa meets Wesley,2022-06-17 10:48,,
fpmc-act-06/2022-04-25-pidge-instinct.md,2022-04-25 21:57,PIDGE 002: Instinct,femputermanchine,"etc, fpmcmain-pidge, act-vi","in which Davian, Straud, Chiasa, and Mandarc enjoy the stage performance",2022-06-10 21:42,,
fpmc-act-06/2022-04-25-kevin-monsters.md,2022-04-25 20:45,KEVIN 035: Monsters,femputermanchine,"skit, fpmcmain-kevin, act-vi",in which Kevin speaks to Kali about rejoining society,2022-04-27 09:29,,
fpmc-act-06/2022-04-25-cedric-mayhem.md,2022-04-25 20:15,CEDRIC 034: Mayhem,femputermanchine,"skit, fpmcmain-cedric, act-vi",in which Caleb and Cedric deliver plasma fruit to Charlotte,2022-04-25 12:25,,
fpmc-act-06/2022-04-25-pidge-anniversary.md,2022-04-25 10:00,PIDGE 001: Anniversary,femputermanchine,"etc, fpmcmain-pidge, act-vi",in which Davian delivers irises to Myrtle,2022-06-17 09:40,,
fpmc-act-06/2022-04-21-straud-shoplifting.md,2022-04-21 20:04,STRAUD 025: Shoplifting,femputermanchine,"skit, fpmcmain-straud, act-vi",in which Dexter accepts to withdraw his children from school,2022-04-21 20:04,,
warcraft/2022-03-22-eriolanna-overlay.md,2022-03-22 14:37,Eriolanna: Overlay,warcraft,tales,"The image was not entirely real, nor entirely false but it stuck with her, nagging at her need to solve mysteries",2022-03-22 14:39,,
warcraft/2022-03-22-trrask-theFetish.md,2022-03-22 09:32,Trrask: The Fetish,warcraft,tales,She thirsted for vengeance -- having been punished for a crime she felt herself too young to truly understand,2022-03-22 09:36,,
warcraft/2022-03-20-antigony-trash01.md,2022-03-20 18:18,Antigony trashlog I,warcraft,trash,A bag never emptied is forever full,2022-03-20 18:22,,
warcraft/2022-03-15-fineus-au.md,2022-03-15 10:08,Fineus: AU,warcraft,tales,Sometimes wisdom means accepting an unwelcome truth,2022-03-15 11:05,,
warcraft/2022-03-08-fineus-identity.md,2022-03-08 10:34,Fineus: Identity,warcraft,tales,"Finally, the young troll AÃ¯'ree approaches the High Priest and confronts him about her problem",2022-03-08 11:55,,
warcraft/2022-03-03-played-01.md,2022-03-03 10:39,Slash Played I,warcraft,calc,"Surprising no one, my most played class is Priest, followed by Warrior",2022-03-03 10:40,,
warcraft/2022-03-02-eriolanna-kb01.md,2022-03-02 12:42,Eriolanna Keybinds I,warcraft,"kb, tales",Eriolanna's keybinds and status as of 9.2; still an aspiring battle pet master,2022-03-02 12:43,,
warcraft/2022-03-02-fineus-kb01.md,2022-03-02 11:21,Fineus Keybinds I,warcraft,"kb, trash","Fineus's keybinds and talents in the Shadowlands, with a bonus trashdump",2022-03-02 12:41,,
